country,year,sex,age,suicides_no,population,suicides_100k_pop
Slovakia,1995,female,5-14 years,5,416980,1.1990982780948727
Slovakia,1995,female,55-74 years,39,485289,8.036448384364782
Slovakia,1995,female,75+ years,8,126028,6.347795727933476
Slovakia,1995,male,15-24 years,58,460307,12.600286330644549
Slovakia,1995,male,25-34 years,94,385556,24.38037535403417
Slovakia,1995,male,35-54 years,271,712185,38.05191066927835
Slovakia,1995,male,5-14 years,5,435374,1.1484378947755263
Slovakia,1995,male,55-74 years,144,367372,39.19732587132389
Slovakia,1995,male,75+ years,37,67938,54.46142070711531
Slovakia,1996,female,15-24 years,5,450138,1.1107704748321627
Slovakia,1996,female,25-34 years,9,374451,2.403518751452126
Slovakia,1996,female,35-54 years,50,739024,6.765680140293143
Slovakia,1996,female,5-14 years,2,410453,0.48726650798020726
Slovakia,1996,female,55-74 years,30,485389,6.180609778960792
Slovakia,1996,female,75+ years,10,131422,7.609076105979212
Slovakia,1996,male,15-24 years,62,466866,13.280041810712282
Slovakia,1996,male,25-34 years,89,384759,23.131362749149467
Slovakia,1996,male,35-54 years,242,723992,33.42578371031724
Slovakia,1996,male,5-14 years,8,428880,1.8653236336504382
Slovakia,1996,male,55-74 years,136,366561,37.1016010977709
Slovakia,1996,male,75+ years,29,70501,41.13416830966936
Slovakia,1997,female,15-24 years,10,454003,2.2026286169915177
Slovakia,1997,female,25-34 years,7,375884,1.8622766598205829
Slovakia,1997,female,35-54 years,44,748326,5.879790358747391
Slovakia,1997,female,5-14 years,0,403416,0.0
Slovakia,1997,female,55-74 years,32,484165,6.609317071659455
Slovakia,1997,female,75+ years,13,138765,9.368356574064064
Slovakia,1997,male,15-24 years,46,471096,9.764464143189498
Slovakia,1997,male,25-34 years,70,386309,18.12020946962147
Slovakia,1997,male,35-54 years,259,735016,35.237328167005884
Slovakia,1997,male,5-14 years,1,421702,0.2371342796571987
Slovakia,1997,male,55-74 years,116,365411,31.745076092400065
Slovakia,1997,male,75+ years,32,74296,43.07095940562076
Slovakia,1998,female,15-24 years,6,455200,1.3181019332161688
Slovakia,1998,female,25-34 years,5,380100,1.3154433043935807
Slovakia,1998,female,35-54 years,38,757700,5.015177510888214
Slovakia,1998,female,5-14 years,0,395500,0.0
Slovakia,1998,female,55-74 years,30,482800,6.2137531068765535
Slovakia,1998,female,75+ years,9,145500,6.185567010309279
Slovakia,1998,male,15-24 years,68,473000,14.376321353065538
Slovakia,1998,male,25-34 years,82,390300,21.009479887266206
Slovakia,1998,male,35-54 years,295,746000,39.54423592493298
Slovakia,1998,male,5-14 years,2,413300,0.48390999274135016
Slovakia,1998,male,55-74 years,110,364300,30.19489431786989
Slovakia,1998,male,75+ years,28,77400,36.17571059431525
Slovakia,1999,female,15-24 years,9,453700,1.9836896627727574
Slovakia,1999,female,25-34 years,10,385400,2.5947067981318113
Slovakia,1999,female,35-54 years,44,766900,5.737384274351284
Slovakia,1999,female,5-14 years,0,385800,0.0
Slovakia,1999,female,55-74 years,30,483100,6.209894431794659
Slovakia,1999,female,75+ years,9,151500,5.9405940594059405
Slovakia,1999,male,15-24 years,58,471800,12.293344637558288
Slovakia,1999,male,25-34 years,67,395600,16.936299292214358
Slovakia,1999,male,35-54 years,283,756700,37.399233513942114
Slovakia,1999,male,5-14 years,5,403400,1.2394645513138325
Slovakia,1999,male,55-74 years,143,364300,39.253362613230856
Slovakia,1999,male,75+ years,34,80000,42.5
Slovakia,2000,female,15-24 years,9,450931,1.9958707651503222
Slovakia,2000,female,25-34 years,7,392452,1.7836576192757332
Slovakia,2000,female,35-54 years,64,775726,8.250335814449947
Slovakia,2000,female,5-14 years,1,373764,0.26754850654423645
Slovakia,2000,female,55-74 years,39,484667,8.046762003602474
Slovakia,2000,female,75+ years,15,156671,9.574203266718154
Slovakia,2000,male,15-24 years,66,469079,14.070124648513362
Slovakia,2000,male,25-34 years,83,403167,20.587002408431246
Slovakia,2000,male,35-54 years,274,767138,35.717172138520056
Slovakia,2000,male,5-14 years,3,390756,0.7677425298651844
Slovakia,2000,male,55-74 years,133,365309,36.407534443443765
Slovakia,2000,male,75+ years,35,82153,42.60343505410636
Slovakia,2001,female,15-24 years,7,448751,1.5598851033201038
Slovakia,2001,female,25-34 years,11,396286,2.7757730527952034
Slovakia,2001,female,35-54 years,55,779840,7.052728764874846
Slovakia,2001,female,5-14 years,0,364538,0.0
Slovakia,2001,female,55-74 years,25,483308,5.172684913140275
Slovakia,2001,female,75+ years,14,158161,8.851739682981265
Slovakia,2001,male,15-24 years,61,467712,13.0422140120416
Slovakia,2001,male,25-34 years,93,406975,22.851526506542168
Slovakia,2001,male,35-54 years,275,767503,35.8304788385192
Slovakia,2001,male,5-14 years,3,380949,0.7875069891245284
Slovakia,2001,male,55-74 years,113,364806,30.975367729697428
Slovakia,2001,male,75+ years,35,81427,42.9832856423545
Slovakia,2002,female,15-24 years,9,443566,2.0290103389349046
Slovakia,2002,female,25-34 years,10,405949,2.463363624494703
Slovakia,2002,female,35-54 years,39,782131,4.98637696242701
Slovakia,2002,female,5-14 years,0,351821,0.0
Slovakia,2002,female,55-74 years,27,488427,5.527949929057976
Slovakia,2002,female,75+ years,15,163273,9.187067059464823
Slovakia,2002,male,15-24 years,52,461791,11.260505293520229
Slovakia,2002,male,25-34 years,97,418377,23.184830906096654
Slovakia,2002,male,35-54 years,289,770285,37.51858078503411
Slovakia,2002,male,5-14 years,2,368205,0.5431756765932022
Slovakia,2002,male,55-74 years,126,370208,34.03492090932665
Slovakia,2002,male,75+ years,51,83551,61.04056205192038
Slovakia,2003,female,15-24 years,4,437405,0.9144842880168266
Slovakia,2003,female,25-34 years,10,417400,2.3957834211787254
Slovakia,2003,female,35-54 years,48,780961,6.14627362954104
Slovakia,2003,female,5-14 years,0,339408,0.0
Slovakia,2003,female,55-74 years,34,496205,6.852006731088965
Slovakia,2003,female,75+ years,9,167510,5.372813563369351
Slovakia,2003,male,15-24 years,52,455090,11.426311279087653
Slovakia,2003,male,25-34 years,83,430820,19.2655865558702
Slovakia,2003,male,35-54 years,344,769641,44.69616353598626
Slovakia,2003,male,5-14 years,3,355796,0.8431797996604796
Slovakia,2003,male,55-74 years,136,378888,35.89451236249234
Slovakia,2003,male,75+ years,30,84858,35.35317825072474
Slovakia,2004,female,15-24 years,7,429591,1.6294568554741604
Slovakia,2004,female,25-34 years,8,428962,1.8649670600193025
Slovakia,2004,female,35-54 years,52,779763,6.668692923362611
Slovakia,2004,female,5-14 years,0,327298,0.0
Slovakia,2004,female,55-74 years,35,504749,6.934139542624155
Slovakia,2004,female,75+ years,10,172563,5.794985019963723
Slovakia,2004,male,15-24 years,54,447491,12.067281800080895
Slovakia,2004,male,25-34 years,81,442957,18.286199337633224
Slovakia,2004,male,35-54 years,283,769488,36.77770153660616
Slovakia,2004,male,5-14 years,1,343265,0.29132011711068706
Slovakia,2004,male,55-74 years,119,388244,30.65082782992139
Slovakia,2004,male,75+ years,26,86839,29.94046453782287
Slovakia,2005,female,15-24 years,7,421958,1.6589328795756924
Slovakia,2005,female,25-34 years,9,438545,2.0522409330855442
Slovakia,2005,female,35-54 years,46,777822,5.913949464016189
Slovakia,2005,female,5-14 years,1,315712,0.31674437461990673
Slovakia,2005,female,55-74 years,21,514790,4.0793333203830695
Slovakia,2005,female,75+ years,11,176887,6.218659370106338
Slovakia,2005,male,15-24 years,57,440028,12.953721126837383
Slovakia,2005,male,25-34 years,88,453397,19.409038877628213
Slovakia,2005,male,35-54 years,269,769273,34.968080252394145
Slovakia,2005,male,5-14 years,0,330772,0.0
Slovakia,2005,male,55-74 years,130,399356,32.55240937910035
Slovakia,2005,male,75+ years,40,88406,45.24579779652965
Slovakia,2006,female,15-24 years,0,415422,0.0
Slovakia,2006,female,25-34 years,0,445779,0.0
Slovakia,2006,female,35-54 years,0,774418,0.0
Slovakia,2006,female,5-14 years,0,303109,0.0
Slovakia,2006,female,55-74 years,0,527216,0.0
Slovakia,2006,female,75+ years,0,180915,0.0
Slovakia,2006,male,15-24 years,0,433254,0.0
Slovakia,2006,male,25-34 years,0,461745,0.0
Slovakia,2006,male,35-54 years,0,767538,0.0
Slovakia,2006,male,5-14 years,0,317730,0.0
Slovakia,2006,male,55-74 years,0,412451,0.0
Slovakia,2006,male,75+ years,0,89792,0.0
Slovakia,2007,female,15-24 years,0,408500,0.0
Slovakia,2007,female,25-34 years,0,450832,0.0
Slovakia,2007,female,35-54 years,0,771963,0.0
Slovakia,2007,female,5-14 years,0,290709,0.0
Slovakia,2007,female,55-74 years,0,540800,0.0
Slovakia,2007,female,75+ years,0,184796,0.0
Slovakia,2007,male,15-24 years,0,425847,0.0
Slovakia,2007,male,25-34 years,0,468542,0.0
Slovakia,2007,male,35-54 years,0,767209,0.0
Slovakia,2007,male,5-14 years,0,305241,0.0
Slovakia,2007,male,55-74 years,0,426981,0.0
Slovakia,2007,male,75+ years,0,91240,0.0
Slovakia,2008,female,15-24 years,5,400609,1.248099768103063
Slovakia,2008,female,25-34 years,5,453122,1.1034555814990223
Slovakia,2008,female,35-54 years,36,771992,4.6632607591788515
Slovakia,2008,female,5-14 years,1,279860,0.35732151790180805
Slovakia,2008,female,55-74 years,24,554948,4.324729524207673
Slovakia,2008,female,75+ years,12,188110,6.379246185742385
Slovakia,2008,male,15-24 years,42,417863,10.051141163491383
Slovakia,2008,male,25-34 years,87,472801,18.400976309271766
Slovakia,2008,male,35-54 years,220,769462,28.59140542352969
Slovakia,2008,male,5-14 years,0,293989,0.0
Slovakia,2008,male,55-74 years,132,441896,29.871281930590005
Slovakia,2008,male,75+ years,27,92415,29.216036357734133
Slovakia,2009,female,15-24 years,4,391007,1.0229995882426657
Slovakia,2009,female,25-34 years,6,453130,1.3241233200185378
Slovakia,2009,female,35-54 years,21,774237,2.712347769481438
Slovakia,2009,female,5-14 years,0,271665,0.0
Slovakia,2009,female,55-74 years,22,569666,3.861912067773046
Slovakia,2009,female,75+ years,5,190507,2.624575474916932
Slovakia,2009,male,15-24 years,40,408014,9.80358517109707
Slovakia,2009,male,25-34 years,65,473483,13.728053594321231
Slovakia,2009,male,35-54 years,242,774112,31.261626224628994
Slovakia,2009,male,5-14 years,0,285623,0.0
Slovakia,2009,male,55-74 years,161,457071,35.22428681758414
Slovakia,2009,male,75+ years,35,93229,37.541966555470935
Slovakia,2010,female,15-24 years,7,378865,1.8476238237894764
Slovakia,2010,female,25-34 years,8,451905,1.770283577300539
Slovakia,2010,female,35-54 years,39,776865,5.020177250873704
Slovakia,2010,female,5-14 years,1,266794,0.37482102296153585
Slovakia,2010,female,55-74 years,26,585761,4.438670379216097
Slovakia,2010,female,75+ years,11,192666,5.709362316132582
Slovakia,2010,male,15-24 years,42,395147,10.62895580632018
Slovakia,2010,male,25-34 years,76,472324,16.09064963880726
Slovakia,2010,male,35-54 years,239,779236,30.671067558480356
Slovakia,2010,male,5-14 years,4,280990,1.4235382042065554
Slovakia,2010,male,55-74 years,145,472869,30.663883654881165
Slovakia,2010,male,75+ years,33,94140,35.05417463352454
Slovakia,2012,female,15-24 years,3,350538,0.8558273282782466
Slovakia,2012,female,25-34 years,5,432608,1.1557807530142763
Slovakia,2012,female,35-54 years,30,771132,3.890384525606511
Slovakia,2012,female,5-14 years,0,263178,0.0
Slovakia,2012,female,55-74 years,31,617279,5.02204027676302
Slovakia,2012,female,75+ years,3,197258,1.5208508653641424
Slovakia,2012,male,15-24 years,41,365970,11.203104079569362
Slovakia,2012,male,25-34 years,74,454459,16.283097045057968
Slovakia,2012,male,35-54 years,205,782988,26.18175502051117
Slovakia,2012,male,5-14 years,2,277738,0.7201031187666074
Slovakia,2012,male,55-74 years,144,507498,28.374496057127317
Slovakia,2012,male,75+ years,33,96276,34.276455191324935
Slovakia,2013,female,15-24 years,10,339096,2.949017387406516
Slovakia,2013,female,25-34 years,7,426184,1.642483058960449
Slovakia,2013,female,35-54 years,32,775058,4.128723269742394
Slovakia,2013,female,5-14 years,0,262370,0.0
Slovakia,2013,female,55-74 years,27,631225,4.2773971246386
Slovakia,2013,female,75+ years,7,199984,3.5002800224017925
Slovakia,2013,male,15-24 years,39,354722,10.994525290227276
Slovakia,2013,male,25-34 years,78,447049,17.44775181244114
Slovakia,2013,male,35-54 years,206,789882,26.079844837583334
Slovakia,2013,male,5-14 years,1,276853,0.36120251541431736
Slovakia,2013,male,55-74 years,170,522244,32.55183400862432
Slovakia,2013,male,75+ years,39,97542,39.98277665005843
Slovakia,2014,female,15-24 years,5,327505,1.5266942489427644
Slovakia,2014,female,25-34 years,13,419408,3.0996070651966585
Slovakia,2014,female,35-54 years,24,780755,3.0739476532330885
Slovakia,2014,female,5-14 years,0,263111,0.0
Slovakia,2014,female,55-74 years,34,642640,5.2906759616581605
Slovakia,2014,female,75+ years,7,203433,3.4409363279310634
Slovakia,2014,male,15-24 years,30,342989,8.746636189498789
Slovakia,2014,male,25-34 years,60,439688,13.646039919215443
Slovakia,2014,male,35-54 years,177,797994,22.1806178993827
Slovakia,2014,male,5-14 years,0,277978,0.0
Slovakia,2014,male,55-74 years,163,535001,30.46723277152753
Slovakia,2014,male,75+ years,41,99184,41.337312469753186
Slovenia,1985,female,15-24 years,17,147900,11.494252873563218
Slovenia,1985,female,25-34 years,15,161500,9.287925696594426
Slovenia,1985,female,35-54 years,49,253600,19.321766561514195
Slovenia,1985,female,5-14 years,0,144600,0.0
Slovenia,1985,female,55-74 years,51,184600,27.627302275189596
Slovenia,1985,female,75+ years,14,58500,23.931623931623932
Slovenia,1985,male,15-24 years,42,148600,28.263795423956932
Slovenia,1985,male,25-34 years,102,168400,60.57007125890736
Slovenia,1985,male,35-54 years,196,260700,75.18220176448025
Slovenia,1985,male,5-14 years,3,153000,1.9607843137254903
Slovenia,1985,male,55-74 years,124,129200,95.97523219814242
Slovenia,1985,male,75+ years,34,28700,118.46689895470384
Slovenia,1986,female,15-24 years,9,147100,6.118286879673692
Slovenia,1986,female,25-34 years,18,161700,11.131725417439704
Slovenia,1986,female,35-54 years,42,256400,16.380655226209047
Slovenia,1986,female,5-14 years,1,145400,0.687757909215956
Slovenia,1986,female,55-74 years,52,187400,27.74813233724653
Slovenia,1986,female,75+ years,14,59600,23.48993288590604
Slovenia,1986,male,15-24 years,39,148400,26.28032345013477
Slovenia,1986,male,25-34 years,79,167600,47.13603818615751
Slovenia,1986,male,35-54 years,180,264400,68.07866868381241
Slovenia,1986,male,5-14 years,4,153700,2.6024723487312946
Slovenia,1986,male,55-74 years,127,132300,95.99395313681028
Slovenia,1986,male,75+ years,31,29400,105.4421768707483
Slovenia,1987,female,15-24 years,14,147200,9.51086956521739
Slovenia,1987,female,25-34 years,23,160500,14.330218068535826
Slovenia,1987,female,35-54 years,47,259200,18.132716049382715
Slovenia,1987,female,5-14 years,0,145000,0.0
Slovenia,1987,female,55-74 years,70,189700,36.90036900369004
Slovenia,1987,female,75+ years,18,61100,29.459901800327334
Slovenia,1987,male,15-24 years,45,148400,30.32345013477089
Slovenia,1987,male,25-34 years,62,165600,37.43961352657005
Slovenia,1987,male,35-54 years,172,268300,64.10734252702198
Slovenia,1987,male,5-14 years,2,153500,1.3029315960912051
Slovenia,1987,male,55-74 years,132,135100,97.70540340488527
Slovenia,1987,male,75+ years,33,30200,109.27152317880795
Slovenia,1988,female,15-24 years,16,146900,10.891763104152485
Slovenia,1988,female,25-34 years,17,159200,10.678391959798994
Slovenia,1988,female,35-54 years,55,261200,21.05666156202144
Slovenia,1988,female,5-14 years,0,143800,0.0
Slovenia,1988,female,55-74 years,73,191400,38.14002089864159
Slovenia,1988,female,75+ years,10,62800,15.92356687898089
Slovenia,1988,male,15-24 years,31,148600,20.861372812920592
Slovenia,1988,male,25-34 years,78,162800,47.91154791154791
Slovenia,1988,male,35-54 years,185,270900,68.29088224437062
Slovenia,1988,male,5-14 years,4,152100,2.629848783694938
Slovenia,1988,male,55-74 years,122,137400,88.79184861717613
Slovenia,1988,male,75+ years,41,30800,133.11688311688312
Slovenia,1989,female,15-24 years,15,146200,10.259917920656635
Slovenia,1989,female,25-34 years,15,157700,9.511731135066583
Slovenia,1989,female,35-54 years,54,263700,20.477815699658702
Slovenia,1989,female,5-14 years,1,142800,0.700280112044818
Slovenia,1989,female,55-74 years,57,193200,29.503105590062113
Slovenia,1989,female,75+ years,19,63600,29.87421383647799
Slovenia,1989,male,15-24 years,51,148700,34.29724277067922
Slovenia,1989,male,25-34 years,76,160500,47.35202492211838
Slovenia,1989,male,35-54 years,210,274100,76.61437431594308
Slovenia,1989,male,5-14 years,1,150300,0.6653359946773121
Slovenia,1989,male,55-74 years,133,139900,95.06790564689064
Slovenia,1989,male,75+ years,44,30600,143.79084967320262
Slovenia,1990,female,15-24 years,8,145300,5.505849965588437
Slovenia,1990,female,25-34 years,8,157200,5.089058524173027
Slovenia,1990,female,35-54 years,45,267400,16.828721017202692
Slovenia,1990,female,5-14 years,1,140800,0.7102272727272727
Slovenia,1990,female,55-74 years,45,196900,22.854240731335704
Slovenia,1990,female,75+ years,23,62900,36.56597774244833
Slovenia,1990,male,15-24 years,28,148400,18.867924528301884
Slovenia,1990,male,25-34 years,67,159000,42.13836477987421
Slovenia,1990,male,35-54 years,173,277800,62.27501799856011
Slovenia,1990,male,5-14 years,1,148700,0.6724949562878278
Slovenia,1990,male,55-74 years,116,144100,80.49965301873699
Slovenia,1990,male,75+ years,38,29900,127.09030100334449
Slovenia,1991,female,15-24 years,9,144100,6.245662734212352
Slovenia,1991,female,25-34 years,8,155900,5.131494547787043
Slovenia,1991,female,35-54 years,56,270900,20.671834625322997
Slovenia,1991,female,5-14 years,2,137900,1.4503263234227701
Slovenia,1991,female,55-74 years,55,202200,27.200791295746786
Slovenia,1991,female,75+ years,15,60700,24.711696869851732
Slovenia,1991,male,15-24 years,39,147800,26.387009472259813
Slovenia,1991,male,25-34 years,69,156900,43.977055449330784
Slovenia,1991,male,35-54 years,212,281600,75.2840909090909
Slovenia,1991,male,5-14 years,3,145600,2.0604395604395602
Slovenia,1991,male,55-74 years,132,149500,88.2943143812709
Slovenia,1991,male,75+ years,46,28400,161.9718309859155
Slovenia,1992,female,15-24 years,10,142900,6.997900629811057
Slovenia,1992,female,25-34 years,16,154400,10.362694300518134
Slovenia,1992,female,35-54 years,37,274100,13.498723093761402
Slovenia,1992,female,5-14 years,0,135700,0.0
Slovenia,1992,female,55-74 years,58,207400,27.965284474445518
Slovenia,1992,female,75+ years,27,58400,46.23287671232877
Slovenia,1992,male,15-24 years,42,147900,28.397565922920894
Slovenia,1992,male,25-34 years,73,154400,47.27979274611399
Slovenia,1992,male,35-54 years,169,283400,59.633027522935784
Slovenia,1992,male,5-14 years,3,142900,2.099370188943317
Slovenia,1992,male,55-74 years,126,154300,81.65910563836682
Slovenia,1992,male,75+ years,26,26700,97.37827715355805
Slovenia,1993,female,15-24 years,12,142700,8.409250175192712
Slovenia,1993,female,25-34 years,19,153000,12.418300653594772
Slovenia,1993,female,35-54 years,33,276200,11.947863866763216
Slovenia,1993,female,5-14 years,0,133300,0.0
Slovenia,1993,female,55-74 years,52,211800,24.551463644948065
Slovenia,1993,female,75+ years,17,56500,30.08849557522124
Slovenia,1993,male,15-24 years,54,148700,36.3147276395427
Slovenia,1993,male,25-34 years,68,152400,44.61942257217848
Slovenia,1993,male,35-54 years,186,285000,65.26315789473685
Slovenia,1993,male,5-14 years,5,140100,3.5688793718772307
Slovenia,1993,male,55-74 years,134,158400,84.5959595959596
Slovenia,1993,male,75+ years,34,25400,133.8582677165354
Slovenia,1994,female,15-24 years,8,143300,5.582693649685973
Slovenia,1994,female,25-34 years,15,151600,9.894459102902374
Slovenia,1994,female,35-54 years,48,278900,17.210469702402293
Slovenia,1994,female,5-14 years,1,129900,0.7698229407236336
Slovenia,1994,female,55-74 years,56,214400,26.119402985074625
Slovenia,1994,female,75+ years,13,57100,22.76707530647986
Slovenia,1994,male,15-24 years,43,150100,28.64756828780813
Slovenia,1994,male,25-34 years,72,150600,47.808764940239044
Slovenia,1994,male,35-54 years,189,287400,65.76200417536535
Slovenia,1994,male,5-14 years,2,136200,1.4684287812041115
Slovenia,1994,male,55-74 years,143,162200,88.16276202219481
Slovenia,1994,male,75+ years,31,25300,122.5296442687747
Slovenia,1995,female,15-24 years,6,144100,4.163775156141568
Slovenia,1995,female,25-34 years,16,149200,10.723860589812332
Slovenia,1995,female,35-54 years,43,280800,15.313390313390313
Slovenia,1995,female,5-14 years,1,125500,0.796812749003984
Slovenia,1995,female,55-74 years,47,215700,21.789522484932778
Slovenia,1995,female,75+ years,16,58600,27.303754266211605
Slovenia,1995,male,15-24 years,51,151300,33.70786516853932
Slovenia,1995,male,25-34 years,54,148100,36.46185010128292
Slovenia,1995,male,35-54 years,174,287800,60.45865184155664
Slovenia,1995,male,5-14 years,3,131800,2.2761760242792106
Slovenia,1995,male,55-74 years,126,165300,76.22504537205081
Slovenia,1995,male,75+ years,27,25800,104.65116279069768
Slovenia,1996,female,15-24 years,9,145000,6.206896551724138
Slovenia,1996,female,25-34 years,10,149400,6.693440428380188
Slovenia,1996,female,35-54 years,54,278800,19.368723098995694
Slovenia,1996,female,5-14 years,2,125100,1.598721023181455
Slovenia,1996,female,55-74 years,51,216400,23.56746765249538
Slovenia,1996,female,75+ years,16,59800,26.755852842809364
Slovenia,1996,male,15-24 years,33,152900,21.58273381294964
Slovenia,1996,male,25-34 years,68,151900,44.766293614219876
Slovenia,1996,male,35-54 years,178,290500,61.273666092943195
Slovenia,1996,male,5-14 years,2,131300,1.5232292460015233
Slovenia,1996,male,55-74 years,154,165900,92.82700421940929
Slovenia,1996,male,75+ years,30,26100,114.94252873563218
Slovenia,1997,female,15-24 years,5,144100,3.469812630117974
Slovenia,1997,female,25-34 years,9,146300,6.1517429938482575
Slovenia,1997,female,35-54 years,54,285000,18.947368421052634
Slovenia,1997,female,5-14 years,1,119100,0.839630562552477
Slovenia,1997,female,55-74 years,35,217100,16.12160294795025
Slovenia,1997,female,75+ years,16,62400,25.641025641025642
Slovenia,1997,male,15-24 years,40,151500,26.402640264026402
Slovenia,1997,male,25-34 years,69,145900,47.292666209732694
Slovenia,1997,male,35-54 years,192,290500,66.09294320137694
Slovenia,1997,male,5-14 years,3,125000,2.4
Slovenia,1997,male,55-74 years,138,170200,81.08108108108108
Slovenia,1997,male,75+ years,31,26800,115.67164179104476
Slovenia,1998,female,15-24 years,13,143000,9.09090909090909
Slovenia,1998,female,25-34 years,18,144800,12.430939226519339
Slovenia,1998,female,35-54 years,42,286600,14.654570830425682
Slovenia,1998,female,5-14 years,1,115200,0.8680555555555556
Slovenia,1998,female,55-74 years,42,217500,19.310344827586206
Slovenia,1998,female,75+ years,19,65300,29.096477794793262
Slovenia,1998,male,15-24 years,59,150100,39.307128580946035
Slovenia,1998,male,25-34 years,49,144900,33.81642512077295
Slovenia,1998,male,35-54 years,200,291100,68.7049124012367
Slovenia,1998,male,5-14 years,4,121200,3.3003300330033003
Slovenia,1998,male,55-74 years,136,172800,78.70370370370371
Slovenia,1998,male,75+ years,29,27800,104.31654676258994
Slovenia,1999,female,15-24 years,10,142100,7.037297677691766
Slovenia,1999,female,25-34 years,11,144100,7.633587786259542
Slovenia,1999,female,35-54 years,49,289200,16.9432918395574
Slovenia,1999,female,5-14 years,0,112100,0.0
Slovenia,1999,female,55-74 years,54,218200,24.747937671860676
Slovenia,1999,female,75+ years,13,68600,18.950437317784257
Slovenia,1999,male,15-24 years,35,149200,23.458445040214478
Slovenia,1999,male,25-34 years,64,144800,44.19889502762431
Slovenia,1999,male,35-54 years,184,293300,62.734401636549606
Slovenia,1999,male,5-14 years,4,117800,3.395585738539898
Slovenia,1999,male,55-74 years,135,176200,76.61748013620885
Slovenia,1999,male,75+ years,31,28800,107.63888888888889
Slovenia,2000,female,15-24 years,13,140949,9.223194204996133
Slovenia,2000,female,25-34 years,11,143055,7.6893502499038835
Slovenia,2000,female,35-54 years,48,294792,16.282667100871123
Slovenia,2000,female,5-14 years,0,108736,0.0
Slovenia,2000,female,55-74 years,64,216222,29.59920822118008
Slovenia,2000,female,75+ years,19,71649,26.518164942985948
Slovenia,2000,male,15-24 years,33,147767,22.332455825725635
Slovenia,2000,male,25-34 years,53,144619,36.64801996971352
Slovenia,2000,male,35-54 years,180,297696,60.46436633344082
Slovenia,2000,male,5-14 years,1,114436,0.8738508860847984
Slovenia,2000,male,55-74 years,130,176802,73.528579993439
Slovenia,2000,male,75+ years,36,29760,120.96774193548387
Slovenia,2001,female,15-24 years,10,138713,7.209129641778348
Slovenia,2001,female,25-34 years,6,143357,4.185355441310853
Slovenia,2001,female,35-54 years,40,297875,13.428451531682752
Slovenia,2001,female,5-14 years,0,106887,0.0
Slovenia,2001,female,55-74 years,43,211919,20.290771474006576
Slovenia,2001,female,75+ years,23,75594,30.425695160991612
Slovenia,2001,male,15-24 years,36,146961,24.49629493539102
Slovenia,2001,male,25-34 years,65,150012,43.32986694397782
Slovenia,2001,male,35-54 years,177,311844,56.75914880517182
Slovenia,2001,male,5-14 years,2,112524,1.7773985994099037
Slovenia,2001,male,55-74 years,134,174548,76.76971377500745
Slovenia,2001,male,75+ years,45,31096,144.7131463853872
Slovenia,2002,female,15-24 years,3,136783,2.1932550097599846
Slovenia,2002,female,25-34 years,8,142886,5.598869028456251
Slovenia,2002,female,35-54 years,42,300471,13.978054454506426
Slovenia,2002,female,5-14 years,1,103743,0.963920457283865
Slovenia,2002,female,55-74 years,34,213137,15.952180991568804
Slovenia,2002,female,75+ years,19,79266,23.969924053188
Slovenia,2002,male,15-24 years,25,144651,17.282977649653304
Slovenia,2002,male,25-34 years,46,150164,30.633174395993713
Slovenia,2002,male,35-54 years,191,314479,60.73537501709176
Slovenia,2002,male,5-14 years,0,109483,0.0
Slovenia,2002,male,55-74 years,136,178262,76.29219912263972
Slovenia,2002,male,75+ years,35,32799,106.71057044422086
Slovenia,2003,female,15-24 years,9,135063,6.663557006730193
Slovenia,2003,female,25-34 years,7,142434,4.914556917589901
Slovenia,2003,female,35-54 years,36,302356,11.906494331185755
Slovenia,2003,female,5-14 years,0,100001,0.0
Slovenia,2003,female,55-74 years,47,214044,21.958102072471082
Slovenia,2003,female,75+ years,23,82323,27.938729152241777
Slovenia,2003,male,15-24 years,35,142836,24.503626536727435
Slovenia,2003,male,25-34 years,46,151181,30.427103935018287
Slovenia,2003,male,35-54 years,184,315456,58.32826131061068
Slovenia,2003,male,5-14 years,1,105663,0.9464050803024712
Slovenia,2003,male,55-74 years,134,181492,73.8324554250325
Slovenia,2003,male,75+ years,40,34740,115.14104778353484
Slovenia,2004,female,15-24 years,12,132163,9.079697040775406
Slovenia,2004,female,25-34 years,9,143419,6.275319169705549
Slovenia,2004,female,35-54 years,46,302844,15.189338405251549
Slovenia,2004,female,5-14 years,2,97051,2.0607721713325984
Slovenia,2004,female,55-74 years,50,215493,23.20260982955363
Slovenia,2004,female,75+ years,23,85655,26.85190590158193
Slovenia,2004,male,15-24 years,30,139197,21.552188624754844
Slovenia,2004,male,25-34 years,38,152360,24.940929377789445
Slovenia,2004,male,35-54 years,162,315288,51.38159397122631
Slovenia,2004,male,5-14 years,2,102693,1.9475524135043285
Slovenia,2004,male,55-74 years,119,184906,64.35702465036289
Slovenia,2004,male,75+ years,19,36793,51.64025765770663
Slovenia,2005,female,15-24 years,5,128929,3.8781034522876934
Slovenia,2005,female,25-34 years,7,144701,4.837561592525276
Slovenia,2005,female,35-54 years,37,302228,12.242413012692404
Slovenia,2005,female,5-14 years,1,94970,1.0529640939243972
Slovenia,2005,female,55-74 years,44,217991,20.18431953612764
Slovenia,2005,female,75+ years,18,88774,20.276206997544328
Slovenia,2005,male,15-24 years,29,135934,21.333882619506525
